Filename,DefaultARI,DefaultF1,UninformedARI,UninformedF1,InformedARI,InformedF1
glass,0.9411564410736327,0.012903225806451599,1.0,0.0,0.9411564410736327,0.012903225806451599
ionosphere,0.9287214530464657,0.43768115942028996,0.9872697997373431,0.8401826484018263,0.985678524704511,0.8410958904109587
kc3,0.795245116408299,0.32359550561797745,0.8978845514611281,0.3350347222222222,0.9332241346071147,0.3258426966292135
letter,0.9722842860976917,0.21307692307692308,0.9833025764012489,0.21538461538461542,0.9833025764012489,0.21538461538461542
lungcancer_GSE31210,0.9172116444324429,0.1724137931034482,0.9286154489035799,0.17586206896551718,0.9286154489035799,0.17586206896551718
lympho,0.635304494490758,0.37142857142857133,0.6408425845280392,0.3809523809523809,0.6408425845280392,0.3809523809523809
mw1,0.8744755434344957,0.21416275430359938,0.9137348933117809,0.2545454545454545,0.9137348933117809,0.2545454545454545
optdigits,0.4923310149270788,0.00029761904761904,0.7594476959174156,0.021552632062970808,0.7594476959174156,0.021552632062970808
pc1,0.90410428916512,0.22978723404255316,0.9343173790918441,0.22073578595317725,0.90410428916512,0.22978723404255316
pima,0.9766191664825723,0.22550724637681158,1.0,0.0899653979238754,0.9778089036725454,0.23362318840579704
satellite,1.0,0.4641791044776119,1.0,0.4641791044776119,1.0,0.4641791044776119
satimage-2,0.998445203778935,0.2177914110429447,0.9995307197527085,0.21947449768160737,0.9995307197527085,0.21947449768160737
thoracic_surgery,0.6260890697150648,0.16581196581196578,0.9522284410458827,0.02322908313285211,0.8341501223527531,0.18632478632478633
thyroid,0.9974517858527309,0.3779193205944798,0.997849732976479,0.3779193205944798,0.9992829343649081,0.3821656050955413
vertebral,1.0,0.0,1.0,0.0,1.0,0.0
visualizing_livestock,1.0,0.054054054054054,1.0,0.054054054054054,1.0,0.054054054054054
vowels,1.0,0.061224489795918303,1.0,0.061224489795918303,1.0,0.061224489795918303
wbc,0.9857892364426957,0.47457627118644063,0.9923077954933424,0.5054545454545454,0.9923077954933424,0.5054545454545454
wine,0.9450464544755575,0.6956521739130433,0.9820121214782931,0.5461538461538462,0.9520323239421155,0.7692307692307693
